,route_number,name,street,latitude,longitude,odd,district
1823,27,"Завод ""ЛОРТА""",вул. Ряшівська 7,49.8248811,23.95644063,,Залізничний 
1824,27,"Завод ""ЛОРТА""","вул. Ряшівська (вул. Є. Патона, 6)",49.82398705,23.95492488,,Залізничний 
1825,13,Залізнична поліклініка,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
1826,13,Залізнична поліклініка,"вул. Суботівська (вул. Повітряна, 88)",49.845469,23.96743686,,Сихівський
1827,17,Залізнична поліклініка,вул. Повітряна 99,49.84484085,23.96774597,,Залізничний 
1828,17,Залізнична поліклініка,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
1829,20,Залізнична поліклініка,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
1830,20,Залізнична поліклініка,"вул. Суботівська (вул. Повітряна, 88)",49.845469,23.96743686,,Сихівський
1831,23,Залізнична поліклініка,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
1832,23,Залізнична поліклініка,"вул. Суботівська (вул. Повітряна, 88)",49.845469,23.96743686,,Сихівський
1833,43,Залізнична поліклініка,вул. Суботівська 2,49.8445005,23.9664277,,Сихівський
1834,43,Залізнична поліклініка,"вул. Суботівська (вул. Повітряна, 88)",49.845469,23.96743686,,Сихівський
1835,8,Замарстинів,вул. Замарстинівська  178,49.8712822,24.01862465,,Залізничний 
1836,8,Замарстинів,вул. Замарстинівська  223А,49.8520157,24.0273587,,Залізничний 
1837,22,Замарстинів,вул. Замарстинівська  178,49.8712822,24.01862465,,Залізничний 
1838,22,Замарстинів,вул. Замарстинівська  223А,49.8520157,24.0273587,,Залізничний 
1839,3А,Іподром,вул. Стрийська 179,49.7774284,24.0156074,,Сихівський
1840,10,Іподром,вул. Стрийська 179,49.7774284,24.0156074,,Сихівський
1841,25,Іподром,вул. Стрийська 179,49.7774284,24.0156074,,Сихівський
1842,40,Іподром,вул. Стрийська 179,49.7774284,24.0156074,,Сихівський
1843,9,Кардіологічний центр,вул. Кульпарківська 35,49.83105405,23.99115047,,Залізничний 
1844,25,Кардіологічний центр,вул. Кульпарківська 35,49.83105405,23.99115047,,Залізничний 
1845,51,Кардіологічний центр,вул. Кульпарківська 35,49.83105405,23.99115047,,Залізничний 
1846,21,Кільцева дорога,вул. Городоцька 367,49.8194805,23.91879059,,Залізничний 
1847,28,Кільцева дорога,вул. Городоцька 367,49.8194805,23.91879059,,Залізничний 
1848,4А,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1849,7,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1850,11,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1851,14,Кінотеатр імені О. Довженка,вул. Сихівська 13,49.7936322,24.06187115,,Залізничний 
1852,14,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1853,16,Кінотеатр імені О. Довженка,вул. Сихівська 13,49.7936322,24.06187115,,Залізничний 
1854,16,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1855,19,Кінотеатр імені О. Довженка,вул. Сихівська 13,49.7936322,24.06187115,,Залізничний 
1856,19,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1857,23,Кінотеатр імені О. Довженка,вул. Сихівська 13,49.7936322,24.06187115,,Залізничний 
1858,23,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1859,26,Кінотеатр імені О. Довженка,вул. Сихівська 13,49.7936322,24.06187115,,Залізничний 
1860,26,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1861,32,Кінотеатр імені О. Довженка,просп. Червоної Калини 81,49.79533025,24.05777916,,Шевченківський
1862,35,Кінотеатр імені О. Довженка,вул. Сихівська 13,49.7936322,24.06187115,,Залізничний 
