,route_number,name,street,latitude,longitude,odd,district
573,40,Вулиця Є. Ярошинської,"вул. Пасічна (навпроти вул. Є.Ярошинської, 2)",49.82233915,24.07601413,,Залізничний 
574,44,Вулиця Є. Ярошинської,"вул. Пасічна (вул. Є. Ярошинської, 2)",49.82233915,24.07601413,,Залізничний 
575,44,Вулиця Є. Ярошинської,"вул. Пасічна (навпроти вул. Є.Ярошинської, 2)",49.82233915,24.07601413,+,Залізничний 
576,47А,Вулиця Є. Ярошинської,"вул. Пасічна (вул. Є. Ярошинської, 2)",49.82233915,24.07601413,+,Залізничний 
577,47А,Вулиця Є. Ярошинської,"вул. Пасічна (навпроти вул. Є.Ярошинської, 2)",49.82233915,24.07601413,,Залізничний 
578,50,Вулиця Є. Ярошинської,"вул. Пасічна (вул. Є. Ярошинської, 2)",49.82233915,24.07601413,,Залізничний 
579,50,Вулиця Є. Ярошинської,"вул. Пасічна (навпроти вул. Є.Ярошинської, 2)",49.82233915,24.07601413,,Залізничний 
580,25,Вулиця Заклинських,вул. М. Кордуби  5,49.8511395,24.04932567,+,Залізничний 
581,25,Вулиця Заклинських,вул. М. Кордуби  12,49.8505283,24.04991279,,Залізничний 
582,1А,Вулиця Замарстинівська,вул. В. Липинського 26,49.86116945,24.02845455,,Залізничний 
583,1А,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
584,7,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,,Шевченківський
585,7,Вулиця Замарстинівська,вул. Замарстинівська  172,49.87069525,24.02034585,,Залізничний 
586,8,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,,Шевченківський
587,12,Вулиця Замарстинівська,вул. В. Липинського 26,49.86116945,24.02845455,,Залізничний 
588,12,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
589,22,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,,Шевченківський
590,25,Вулиця Замарстинівська,вул. В. Липинського 26,49.86116945,24.02845455,,Залізничний 
591,25,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
592,26,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
593,31,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,,Шевченківський
594,31,Вулиця Замарстинівська,вул. Замарстинівська  172,49.87069525,24.02034585,,Залізничний 
595,34,Вулиця Замарстинівська,вул. В. Липинського 26,49.86116945,24.02845455,,Залізничний 
596,34,Вулиця Замарстинівська,вул. Замарстинівська  172,49.87069525,24.02034585,,Залізничний 
597,35,Вулиця Замарстинівська,вул. В. Липинського 26,49.86116945,24.02845455,,Залізничний 
598,35,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
599,39,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
600,41,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,,Шевченківський
601,41,Вулиця Замарстинівська,вул. Замарстинівська  172,49.87069525,24.02034585,+,Залізничний 
602,46,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,,Шевченківський
603,46,Вулиця Замарстинівська,вул. Замарстинівська  172,49.87069525,24.02034585,+,Залізничний 
604,51,Вулиця Замарстинівська,просп. В. Чорновола (вул. Волошкова 213),49.8692251,24.019249,+,Шевченківський
605,51,Вулиця Замарстинівська,вул. Замарстинівська  172,49.87069525,24.02034585,,Залізничний 
606,53,Вулиця Замарстинівська,вул. В. Липинського 26,49.86116945,24.02845455,+,Залізничний 
607,53,Вулиця Замарстинівська,"вул. В. Липинського (вул. Покутська, 1)",49.86005125,24.02588539,,Залізничний 
608,14,Вулиця Збиральна,"вул. Збиральна (вул. Городоцька, 300)",49.82347935,23.91614064,,Залізничний 
609,7,Вулиця Зернова,вул. Зернова (просп. В. Чорновола 7),49.845817,24.02503235,,Залізничний 
610,17,Вулиця Зернова,вул. Зернова (просп. В. Чорновола 7),49.845817,24.02503235,,Залізничний 
611,28,Вулиця Зернова,вул. Зернова (просп. В. Чорновола 7),49.845817,24.02503235,,Залізничний 
612,41,Вулиця Зернова,вул. Зернова (просп. В. Чорновола 7),49.845817,24.02503235,,Залізничний 
613,51,Вулиця Зернова,вул. Зернова (просп. В. Чорновола 7),49.845817,24.02503235,,Залізничний 
614,2А,Вулиця Зоряна,"вул. Любінська (вул. Зоряна, 4)",49.8246793,23.9803265,+,Залізничний 
615,16,Вулиця Зоряна,"вул. Любінська (вул. Зоряна, 4)",49.8246793,23.9803265,,Залізничний 
616,25,Вулиця Зоряна,"вул. Любінська (вул. Зоряна, 4)",49.8246793,23.9803265,+,Залізничний 
617,33,Вулиця Зоряна,"вул. Любінська (вул. Зоряна, 4)",49.8246793,23.9803265,,Залізничний 
618,51,Вулиця Зоряна,"вул. Любінська (вул. Зоряна, 4)",49.8246793,23.9803265,,Залізничний 
619,13,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,,Залізничний 
620,13,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
621,19,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,,Залізничний 
622,19,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
623,23,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,,Залізничний 
624,23,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
625,37,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,+,Залізничний 
626,37,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
627,40,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,+,Залізничний 
628,40,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
629,46,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,,Залізничний 
630,46,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
631,47А,Вулиця Зубрівська,вул. Зелена 261,49.8022725,24.06560034,,Залізничний 
632,47А,Вулиця Зубрівська,вул. Зелена 266,49.80144855,24.0655618,,Залізничний 
633,15,Вулиця Йосипа Сліпого,вул. Зелена 54,49.83067285,24.04321436,,Залізничний 
634,37,Вулиця Йосипа Сліпого,вул. Зелена 54,49.83067285,24.04321436,,Залізничний 
635,43,Вулиця Йосипа Сліпого,вул. Зелена 54,49.83067285,24.04321436,,Залізничний 
636,44,Вулиця Йосипа Сліпого,вул. Зелена 54,49.83067285,24.04321436,+,Залізничний 
637,46,Вулиця Йосипа Сліпого,вул. Зелена 54,49.83067285,24.04321436,,Залізничний 
638,6А,Вулиця І. Біберовича,вул. Т. Шевченка 241,49.86281025,23.96321662,,Сихівський
639,6А,Вулиця І. Біберовича,вул. Т. Шевченка 292,49.86319245,23.96361121,+,Сихівський
640,11,Вулиця І. Біберовича,вул. Т. Шевченка 241,49.86281025,23.96321662,+,Сихівський
641,11,Вулиця І. Біберовича,вул. Т. Шевченка 292,49.86319245,23.96361121,,Сихівський
642,12,Вулиця І. Біберовича,вул. Т. Шевченка 241,49.86281025,23.96321662,,Сихівський
643,12,Вулиця І. Біберовича,вул. Т. Шевченка 292,49.86319245,23.96361121,+,Сихівський
644,30,Вулиця І. Біберовича,вул. Т. Шевченка 241,49.86281025,23.96321662,,Сихівський
645,30,Вулиця І. Біберовича,вул. Т. Шевченка 292,49.86319245,23.96361121,,Сихівський
646,49,Вулиця І. Біберовича,вул. Т. Шевченка 241,49.86281025,23.96321662,,Сихівський
647,49,Вулиця І. Біберовича,вул. Т. Шевченка 292,49.86319245,23.96361121,,Сихівський
648,50,Вулиця І. Біберовича,вул. Т. Шевченка 241,49.86281025,23.96321662,,Сихівський
649,50,Вулиця І. Біберовича,вул. Т. Шевченка 292,49.86319245,23.96361121,,Сихівський
650,6А,Вулиця І. Величковського,вул. І. Величковського 42,49.87587205,23.93260239,,Залізничний 
651,6А,Вулиця І. Величковського,вул. І. Величковського (навпроти № 40),49.87541,23.9333406,,Залізничний 
652,11,Вулиця І. Величковського,вул. І. Величковського 42,49.87587205,23.93260239,,Залізничний 
653,11,Вулиця І. Величковського,вул. І. Величковського (навпроти № 40),49.87541,23.9333406,,Залізничний 
654,12,Вулиця І. Величковського,вул. І. Величковського 42,49.87587205,23.93260239,,Залізничний 
655,12,Вулиця І. Величковського,вул. І. Величковського (навпроти № 40),49.87541,23.9333406,,Залізничний 
656,30,Вулиця І. Величковського,вул. І. Величковського 42,49.87587205,23.93260239,,Залізничний 
657,30,Вулиця І. Величковського,вул. І. Величковського (навпроти № 40),49.87541,23.9333406,,Залізничний 
658,49,Вулиця І. Величковського,вул. І. Величковського 42,49.87587205,23.93260239,,Залізничний 
659,49,Вулиця І. Величковського,вул. І. Величковського (навпроти № 40),49.87541,23.9333406,,Залізничний 
660,50,Вулиця І. Величковського,вул. І. Величковського 42,49.87587205,23.93260239,,Залізничний 
661,50,Вулиця І. Величковського,вул. І. Величковського (навпроти № 40),49.87541,23.9333406,+,Залізничний 
662,2А,Вулиця І. Виговського,вул. Любінська 101,49.82078225,23.97051768,,Залізничний 
663,16,Вулиця І. Виговського,вул. Любінська 101,49.82078225,23.97051768,,Залізничний 
664,25,Вулиця І. Виговського,вул. Любінська 101,49.82078225,23.97051768,,Залізничний 
665,48,Вулиця І. Виговського,вул. Любінська 144,49.8208425,23.96814305,,Залізничний 
666,21,Вулиця І. Горбачевського,вул. Княгині Ольги 1,49.82513995,24.00988346,,Залізничний 
667,21,Вулиця І. Горбачевського,вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.8217381,24.0081113,,Залізничний 
668,41,Вулиця І. Горбачевського,вул. Генерала Чупринки 55А,49.8301169,24.00810528,,Залізничний 
669,41,Вулиця І. Горбачевського,вул. Княгині Ольги 1,49.82513995,24.00988346,,Залізничний 
670,41,Вулиця І. Горбачевського,вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.8217381,24.0081113,,Залізничний 
671,45,Вулиця І. Горбачевського,вул. Княгині Ольги 1,49.82513995,24.00988346,+,Залізничний 
672,45,Вулиця І. Горбачевського,вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.8217381,24.0081113,+,Залізничний 
673,48,Вулиця І. Горбачевського,вул. Княгині Ольги 1,49.82513995,24.00988346,+,Залізничний 
674,48,Вулиця І. Горбачевського,вул. Княгині Ольги (перехресті з вул. А.Сахарова),49.8217381,24.0081113,,Залізничний 
675,34,Вулиця І. Лаврівського,вул. Білогорща 57,49.84487385,23.93232409,,Залізничний 
676,34,Вулиця І. Лаврівського,вул. Білогорща 144,49.845233,23.93293825,,Галицький
677,5А,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
678,5А,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
679,15,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
680,18,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
681,18,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
682,24,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
683,29,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
684,29,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
685,36,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
686,36,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
687,39,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
688,39,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
689,47А,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
690,47А,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
691,50,Вулиця І. Мечникова - Шевченківський гай,вул. Личаківська 74,49.8390356,24.05256877,,Залізничний 
692,50,Вулиця І. Мечникова - Шевченківський Гай,вул. Личаківська 113,49.83866735,24.05560799,,Залізничний 
693,12,Вулиця І. Миколайчука,вул. І. Миколайчука (навпроти № 28),49.8794455,24.03714048,,Залізничний 
694,17,Вулиця І. Миколайчука,вул. І. Миколайчука (навпроти № 28),49.8794455,24.03714048,,Залізничний 
695,19,Вулиця І. Миколайчука,вул. І. Миколайчука (навпроти № 28),49.8794455,24.03714048,,Залізничний 
696,26,Вулиця І. Миколайчука,вул. І. Миколайчука (навпроти № 28),49.8794455,24.03714048,,Залізничний 
697,39,Вулиця І. Миколайчука,вул. В. Липинського (навпроти № 65),49.8655665,24.0462887,,Залізничний 
698,39,Вулиця І. Миколайчука,вул. І. Миколайчука,49.8665237,24.0445741,,Залізничний 
699,46,Вулиця І. Миколайчука,вул. І. Миколайчука (навпроти № 28),49.8794455,24.03714048,,Залізничний 
700,7,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
701,10,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,+,Залізничний 
702,14,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
703,23,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
704,25,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
705,27,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
706,32,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
707,44,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
708,45,Вулиця І. Пулюя,вул. І. Пулюя  34А,49.800673,23.98919354,,Залізничний 
709,45,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
710,51,Вулиця І. Пулюя,вул. Наукова 64А,49.804932,23.992501,,Залізничний 
711,13,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 2,49.7937212,24.06411979,,Залізничний 
712,13,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 9,49.79273705,24.06613564,,Залізничний 
713,13,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
714,14,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 2,49.7937212,24.06411979,,Залізничний 
715,14,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 9,49.79273705,24.06613564,,Залізничний 
716,14,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
717,16,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
718,16,Вулиця Івана Кавалерідзе,вул. Сихівська 18,49.79486155,24.06358534,,Залізничний 
719,19,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
720,19,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
721,23,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
722,23,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
723,26,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 2,49.7937212,24.06411979,,Залізничний 
724,26,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 9,49.79273705,24.06613564,,Залізничний 
725,26,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
726,35,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 2,49.7937212,24.06411979,,Залізничний 
727,35,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 9,49.79273705,24.06613564,,Залізничний 
728,35,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
729,37,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
730,37,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
731,38,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
732,38,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
733,40,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
734,40,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
735,41,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
736,41,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
737,46,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 2,49.7937212,24.06411979,,Залізничний 
738,46,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 9,49.79273705,24.06613564,,Залізничний 
739,46,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
740,47А,Вулиця Івана Кавалерідзе,вул. І. Кавалерідзе 9,49.79273705,24.06613564,,Залізничний 
741,47А,Вулиця Івана Кавалерідзе,вул. Сихівська 5,49.79436835,24.06578469,,Залізничний 
742,47А,Вулиця Івана Кавалерідзе,вул. Сихівська 20,49.79504215,24.06315795,,Залізничний 
743,9,Вулиця Івана Рубчака,вул. І. Рубчака 2,49.80573005,24.01704857,,Залізничний 
744,11,Вулиця Івана Рубчака,вул. І. Рубчака 2,49.80573005,24.01704857,,Залізничний 
745,9,Вулиця Івана Франка,вул. Івана Франка (с. Муроване) ?,49.87722876,24.07776127,,Залізничний 
746,9,Вулиця Івана Франка,вул. Івана Франка (с. Муроване) ?,49.87722876,24.07776127,,Залізничний 
747,35,Вулиця К. Трильовського,вул. К. Трильовського 21,49.78414515,24.06661735,,Залізничний 
748,35,Вулиця К. Трильовського - Коломийська,вул. К. Трильовського 1,49.78707675,24.066759,,Залізничний 
749,35,Вулиця К. Трильовського - Коломийська,вул. К. Трильовського (навпроти № 1),49.78707675,24.066759,,Залізничний 
750,15,Вулиця Каштанова,вул. Медової Печери 30,49.8242092,24.07986895,,Залізничний 
751,15,Вулиця Каштанова,вул. Медової Печери 45,49.8247128,24.07955986,,Залізничний 
752,24,Вулиця Каштанова,вул. Медової Печери 30,49.8242092,24.07986895,,Залізничний 
753,24,Вулиця Каштанова,вул. Медової Печери 45,49.8247128,24.07955986,,Залізничний 
754,44,Вулиця Каштанова,вул. Медової Печери 30,49.8242092,24.07986895,,Залізничний 
755,44,Вулиця Каштанова,вул. Медової Печери 45,49.8247128,24.07955986,,Залізничний 
756,13,Вулиця Кибальчича,вул. П. Мирного 26,49.81326435,24.03541864,,Залізничний 
757,13,Вулиця Кибальчича,вул. П. Мирного 37,49.81423855,24.03564675,,Залізничний 
758,16,Вулиця Кибальчича,вул. П. Мирного 26,49.81326435,24.03541864,,Залізничний 
759,16,Вулиця Кибальчича,вул. П. Мирного 37,49.81423855,24.03564675,,Залізничний 
760,27,Вулиця Кибальчича,вул. П. Мирного 26,49.81326435,24.03541864,,Залізничний 
761,27,Вулиця Кибальчича,вул. П. Мирного 37,49.81423855,24.03564675,,Залізничний 
762,30,Вулиця Кибальчича,вул. П. Мирного 26,49.81326435,24.03541864,,Залізничний 
763,30,Вулиця Кибальчича,вул. П. Мирного 37,49.81423855,24.03564675,,Залізничний 
764,35,Вулиця Кибальчича,вул. П. Мирного 26,49.81326435,24.03541864,,Залізничний 
765,35,Вулиця Кибальчича,вул. П. Мирного 37,49.81423855,24.03564675,,Залізничний 
766,41,Вулиця Київська,вул. Генерала Чупринки 27,49.8318023,24.01150884,,Залізничний 
767,41,Вулиця Київська,вул. Генерала Чупринки 36,49.83255315,24.01201363,,Залізничний 
768,7,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
769,10,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
770,14,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
771,23,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
772,25,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
773,27,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
774,32,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
775,38,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
776,41,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
777,42,Вулиця Княгині Ольги,вул. Академіка А.Сахарова 17,49.82609665,24.01079721,,Галицький
778,42,Вулиця Княгині Ольги,вул. Академіка А.Сахарова 56,49.82542705,24.0104381,,Галицький
779,45,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
780,51,Вулиця Княгині Ольги,вул. Наукова 30,49.8043073,24.00047658,,Залізничний 
781,3А,Вулиця Князя Романа,вул. Князя Романа 26,49.8375341,24.0330145,,Залізничний 
782,4А,Вулиця Князя Романа,вул. Князя Романа 26,49.8375341,24.0330145,,Залізничний 
783,53,Вулиця Князя Романа,вул. Князя Романа 26,49.8375341,24.0330145,,Залізничний 
784,19,Вулиця Ковельська,"вул. Ковельська (вул. Пластова, 2)",49.85908559,24.05913854,,Залізничний 
785,19,Вулиця Ковельська,вул. Пластова 4,49.8592325,24.06171305,,Залізничний 
786,20,Вулиця Ковельська,вул. Ковельська (навпроти № 63),49.8600886,24.05996921,,Залізничний 
787,20,Вулиця Ковельська,вул. Пластова 4,49.8592325,24.06171305,,Залізничний 
788,13,Вулиця Козельницька,вул. Козельницька 4,49.81762535,24.02295529,,Залізничний 
789,13,Вулиця Козельницька,вул. П. Мирного 4,49.81655565,24.02651501,,Залізничний 
790,16,Вулиця Козельницька,вул. Козельницька 4,49.81762535,24.02295529,,Залізничний 
791,16,Вулиця Козельницька,вул. П. Мирного 4,49.81655565,24.02651501,,Залізничний 
792,27,Вулиця Козельницька,вул. Козельницька 4,49.81762535,24.02295529,,Залізничний 
793,27,Вулиця Козельницька,вул. П. Мирного 4,49.81655565,24.02651501,,Залізничний 
794,30,Вулиця Козельницька,вул. І. Франка 159,49.81833295,24.02573939,,Залізничний 
795,30,Вулиця Козельницька,вул. П. Мирного 4,49.81655565,24.02651501,,Залізничний 
796,35,Вулиця Козельницька,вул. Козельницька 4,49.81762535,24.02295529,,Залізничний 
797,35,Вулиця Козельницька,вул. П. Мирного 4,49.81655565,24.02651501,,Залізничний 
798,42,Вулиця Козельницька,вул. Луганська,49.8077555,24.0465089,,Залізничний 
799,38,Вулиця Колодязна,вул. Зелена 306,49.7907574,24.07373715,,Залізничний 
800,4А,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
801,7,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
802,11,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
803,13,Вулиця Коломийська,вул. Коломийська 7,49.78857755,24.06149339,,Залізничний 
804,13,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
805,14,Вулиця Коломийська,вул. Коломийська 7,49.78857755,24.06149339,,Залізничний 
806,14,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
807,19,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
808,32,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
809,42,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
810,46,Вулиця Коломийська,вул. Коломийська 7,49.78857755,24.06149339,,Залізничний 
811,46,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
812,47А,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
813,53,Вулиця Коломийська,просп. Червоної Калини 97,49.7871816,24.05974327,,Шевченківський
814,13,Вулиця Коломийська - К. Трильовського,вул. Коломийська 9,49.78796785,24.06504576,,Залізничний 
815,13,Вулиця Коломийська - К. Трильовського,вул. Коломийська (навпроти № 9),49.78796785,24.06504576,,Залізничний 
816,14,Вулиця Коломийська - К. Трильовського,вул. Коломийська 9,49.78796785,24.06504576,,Залізничний 
817,14,Вулиця Коломийська - К. Трильовського,вул. Коломийська (навпроти № 9),49.78796785,24.06504576,,Залізничний 
818,46,Вулиця Коломийська - К. Трильовського,вул. Коломийська 9,49.78796785,24.06504576,,Залізничний 
819,46,Вулиця Коломийська - К. Трильовського,вул. Коломийська (навпроти № 9),49.78796785,24.06504576,,Залізничний 
820,47А,Вулиця Коломийська - К. Трильовського,вул. Коломийська (навпроти № 9),49.78796785,24.06504576,,Залізничний 
821,15,Вулиця Коновальця,вул. С. Бандери 53,49.834573,24.01007519,,Залізничний 
822,24,Вулиця Коновальця,вул. С. Бандери 26,49.8349307,24.00917243,,Залізничний 
823,24,Вулиця Коновальця,вул. С. Бандери 53,49.834573,24.01007519,,Залізничний 
824,30,Вулиця Коновальця,вул. С. Бандери 26,49.8349307,24.00917243,,Залізничний 
825,41,Вулиця Коновальця,вул. С. Бандери 26,49.8349307,24.00917243,,Залізничний 
826,41,Вулиця Коновальця,вул. С. Бандери 53,49.834573,24.01007519,,Залізничний 
827,42,Вулиця Коновальця,вул. С. Бандери 26,49.8349307,24.00917243,,Залізничний 
828,42,Вулиця Коновальця,вул. С. Бандери 53,49.834573,24.01007519,,Залізничний 
829,43,Вулиця Коновальця,вул. С. Бандери 26,49.8349307,24.00917243,,Залізничний 
830,43,Вулиця Коновальця,вул. С. Бандери 53,49.834573,24.01007519,,Залізничний 
831,15,Вулиця Кримська,вул. Зелена (навпроти № 109),49.82390585,24.05248068,,Залізничний 
832,24,Вулиця Кримська,вул. Зелена 107,49.82430985,24.05140938,,Залізничний 
833,37,Вулиця Кримська,вул. Зелена (навпроти № 109),49.82390585,24.05248068,,Залізничний 
834,37,Вулиця Кримська,вул. Зелена 107,49.82430985,24.05140938,,Залізничний 
835,43,Вулиця Кримська,вул. Зелена (навпроти № 109),49.82390585,24.05248068,,Залізничний 
836,43,Вулиця Кримська,вул. Зелена 107,49.82430985,24.05140938,,Залізничний 
837,44,Вулиця Кримська,вул. Зелена (навпроти № 109),49.82390585,24.05248068,,Залізничний 
838,44,Вулиця Кримська,вул. Зелена 107,49.82430985,24.05140938,,Залізничний 
839,46,Вулиця Кримська,вул. Зелена (навпроти № 109),49.82390585,24.05248068,,Залізничний 
840,46,Вулиця Кримська,вул. Зелена 107,49.82430985,24.05140938,,Залізничний 
841,20,Вулиця Кукурудзяна,вул. Кукурудзяна (перехрестя з вул. Ковельською),49.8648895,24.0538506,,Залізничний 
